"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/03/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/04/2024","AQS","020900034","1","0.5","ppm","6","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/05/2024","AQS","020900034","1","0.5","ppm","6","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/06/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/07/2024","AQS","020900034","1","0.3","ppm","3","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/08/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/09/2024","AQS","020900034","1","0.2","ppm","2","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/10/2024","AQS","020900034","1","0.2","ppm","2","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/11/2024","AQS","020900034","1","0.2","ppm","2","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/12/2024","AQS","020900034","1","0.3","ppm","3","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/13/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/14/2024","AQS","020900034","1","0.2","ppm","2","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/15/2024","AQS","020900034","1","0.5","ppm","6","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/16/2024","AQS","020900034","1","0.3","ppm","3","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/17/2024","AQS","020900034","1","0.2","ppm","2","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/18/2024","AQS","020900034","1","0.3","ppm","3","NCORE","18","75.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/19/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/20/2024","AQS","020900034","1","0.6","ppm","7","NCORE","17","71.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/21/2024","AQS","020900034","1","0.7","ppm","8","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/22/2024","AQS","020900034","1","0.7","ppm","8","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/23/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/24/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/25/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/26/2024","AQS","020900034","1","0.5","ppm","6","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/27/2024","AQS","020900034","1","0.5","ppm","6","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/28/2024","AQS","020900034","1","0.3","ppm","3","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/29/2024","AQS","020900034","1","0.3","ppm","3","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/30/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/31/2024","AQS","020900034","1","0.3","ppm","3","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"04/01/2024","AQS","020900034","1","0.1","ppm","1","NCORE","2","8.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
